name,cuisine,address,latitude,longitude,phone,rating,types,user_ratings_total,vicinity,photo,scrape_timestamp
"Domino's Pizza | Raghavendra Nagar, Pune",South Indian,"Survey No. 13, Shop No. 4 and 5, Upper Ground Floor, गोल्ड प्लाज़ा, Mundhwa - Kharadi Road, Raghavendra Nagar, Kharadi, Pune",18.5461943,73.9363558,,3.8,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment",2257,"Survey No. 13, Shop No. 4 and 5, Upper Ground Floor, गोल्ड प्लाज़ा, Mundhwa - Kharadi Road, Raghavendra Nagar, Kharadi, Pune","[{'height': 1505, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105292960811800551987"">Ravi</a>'], 'photo_reference': 'AciIO2cWeb9mlHxtwl11hxV72vxB_qsE9R4mNatOORmKIkZ0aBo8-pADAvX5xDMhpr0OWPWJ7r6Pb1HkVPFb0RRmj-IcgnLtIewlD3xi0Xz8_asKMZhNijJ9ER884ihn4cjJwfqXUQ2dA3MlG6mfrpHgUkrmUgbdVHSUbNXUiZFlO3Zj4G1olBn9NnhrbUep6yoB4g9lyF-ASsZ-sqJ89Hzjd2ykr_mnUlmhrwvOkcc9bKAboQZyA5gQU2i_KVpnRNH8JfPMnbIlusG5XWdnQv2O-wM5x9a01eBpkRvSsv9oWeqiH304NMI_i879rIg760ZTvMZN-czoeygh3l8ENZTRtB6Wr3quwaZCVElJ09OSOCd-oEuNUTIU-hUGLaclkPEuPwi9t0HySCn1bc6fIkPnyFuMBvaFd9Uf9iKLUTeSJoQedZ2sUx1LwJn6BcAf_tT-b4TRo5mDWi9X79Fg7AgppkNo4MCRRgG0c5EsjayLy8Yf2cPwK5nNwOordt1GqSxHWTIemA_5pHkfpzy6qg9mwkhjPIIdF45ZOFsd3A_kZzDvKcK3Q2uS8xCyj40wro0PKMej4GS1zO2wPIUB01FtiTxmJWRyqJnLYEtozorbF4Y-7IxEj-s3gOjJMsJS8gW5YqJiFA', 'width': 2167}]",2025-10-17T07:31:08.076300
Hotel Shraddha veg and non veg,South Indian,"FRP8+PP7, Shahu Colony Lane Number 2, Karvenagar, Pune",18.4867847,73.8168065,,3.7,"restaurant,food,point_of_interest,establishment",3625,"FRP8+PP7, Shahu Colony Lane Number 2, Karvenagar, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107164514576637310018"">Mahesh Magar</a>'], 'photo_reference': 'AciIO2dOf2otnGJIJTiE2fwZ5xcbvZOb-53NGjlXYC4stRj3qP5tXIkNOnSt_IWczRdGaIsudF1IGRAld2gsUMps6QZw5yCTWDFDrc1Pgy4tcHwnmQB4uaENQWXm8RD2o4_Wsdh9v5QuakLdn4EQVEcYvhHbu0iWiYnR3e0qxFQTLayEt_dEl7y26uf0yCfRrsmOkfZ9M0inX9bg2VhgNuXFg2iqJVA0RrQTZQIf-6VK98ttQMQ6reTfky2D4E3afbSQhw1sccd4cG9t_-Uofz1sxNdqsCDpKrjHxbY8X5yJBZhgCj87enbFmxICVl2eAUAeOKwYNx2xnWtLRWsJgjjUl1KtHhGtKorrY-emk-TROcD5F73es7OYk2_bbGqAb-Pvky5gQnOqfiul7B1bq6KgkWTLJjogks5I6zkwHh9qFYbGtncgy5bj0Tm1kK5zzA632semjhDxYWTJGoOPp2aBpTqmjXdaBx_UM4iSofK3xVzhDFXI6cs2N2gF5uvvMR6I_RZ2xvhTpgkk8SOc1LfA4JRXftLPYk4Y6kkaeWaI5fX-R75EhPwzT0hxwKqipJPplpVtoDmzkoYpQxR4cUPcPJww1D8YQaO1Ovgv1Xb0AjGTmJjFv6aYf4wr-RDSrZGs_G9ty7Ps', 'width': 4032}]",2025-10-17T07:31:08.178533
TJ's Brew Works,South Indian,"East Block, Level, 2, Amanora Town Centre, Hadapsar, Pune",18.5182285,73.9355425,,3.8,"restaurant,food,point_of_interest,establishment",162,"East Block, Level, 2, Amanora Town Centre, Hadapsar, Pune","[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113659421816170828953"">TJ&#39;s Brew Works</a>'], 'photo_reference': 'AciIO2cE6FzP3tHGmZ_0l6IB8AliGcV6mVyk5kilnOrRCAZw4Fpvbap-R_uyr6An2q2aqgogO-rurtXptQesfPMOYkUTUPc_-TKIphoozNiCkR-_M-4b5D7-cYVs_fDk9wd94dEjTyCC_ivYCllbj9cIIK5yFuNM1SnjAlV5B-JK0gT-qh2CgYt1uSJtWPkVwt_mRbFCyHC5-1yU5o3aas06h4Jz3CyUhG87Q-eYb0yEIdfPEFHNRATWXJD6kSZkAhFL_5LjValcNeYzPKkt6J6xpP5ln8rTTqKSuKAkBY7KfuQyrdl64mxFLGpShiQVPhn79Vfh8_ZUbss', 'width': 4752}]",2025-10-17T07:31:08.280615
Chitale Bandhu - Vishrantwadi,South Indian,"Shop No.6, Ravindra Nagar, Premraj Bhavan, Shanti Nagar, Vishrantwadi, Yerawada, Pune",18.5669818,73.878729,,4.2,"meal_takeaway,store,restaurant,food,point_of_interest,establishment",3165,"Shop No.6, Ravindra Nagar, Premraj Bhavan, Shanti Nagar, Vishrantwadi, Yerawada, Pune","[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109356987783395848046"">Chitale Bandhu - Vishrantwadi</a>'], 'photo_reference': 'AciIO2dbKv0tglTumMEJoJeQ4kM-kPGU4WIU_Pqcnecb2pR-LZY3ZwMMRL9Ug3BTrgGOODJ-FKNxLvkgvQRbRu2kzOkr4IitkLN1NwH_PVXy0yLAeCUWZwftj9UlTJCTmFqnaNUaDLbeaNTUoU8QIfPIu4v8ibM1Tftsvyc2dPhJCS__v2rkf8i1LGJ9GnHU49rwGM1Cxf41s2tlL1bKK9JJlRxhZRxL4gVVA_XEZaBm1crFUO32WYgkP5hcwVHdztz4Hj63BgyA_qpMxyTqsWbb0xK9hsmICS0bL_3qbv2auRM_dUD2E92ciBYRtVWMLEzPfkGa3POPQn8', 'width': 5472}]",2025-10-17T07:31:08.382432
Naturals Ice Cream,South Indian,"72/73 A, near Kedari Petrol Pump, 13, Green Valley Road, Wanowrie, Pune",18.4886174,73.8990441,,4.2,"store,restaurant,food,point_of_interest,establishment",1341,"72/73 A, near Kedari Petrol Pump, 13, Green Valley Road, Wanowrie, Pune","[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117785856679536892651"">Makarand Sainis</a>'], 'photo_reference': 'AciIO2dj9D4FnJ_QCd6y7RgugBnEAGgyvDXGp3Bfzd7F4ksNP-Tc9VIHUsXEvVXO2qx5vJZrWO7xBSRmpYALaG7t_jfgI6LfdLeTzs_kYBpNzXgHLjxmbeYTEW7GgsupKwmBA-Uv9YvGxIMGk6zr49quQEf-CSxqulH6CkUUj9YTXZOisyHeFkfbSiXXsb_ANurHYO2QNxEQqqtPs54cXEmgBxGEVwS5Wm03wCj7bp2K9hcJslzSMCd-yuJDxhggFQXmVVCRaFl1P0oLIa9Y1QLzPcZNh9shNQLV5U5S9LmObLFd4ty0AYVIzKIKr9SbC3jDCGcAe2hJVxxwob58iQ1X6g3AozUgZRiCAyvua3MuAe7xeqBfm-cgxnT3r-WWFSG6CgaFbSLJgBqrx2Kl7kMqvJ5-kDgEmRYpK50OBaxgSi9tY_oE28NZLRjtVgFQMDjpQEZwgmnc2UgNhbPqNW1mzjkNJN8N8ZruuNcrXQUg5Zc9xc9_YSSDGDLthS_Q497R4ZKBiCC7lshyA3EZDC4wCXKn0naVqpcjnMHdQQjGoUOVaFQQY2b_idt_QXUrBJw4SzrLJ1_QqnZxclpuaVu8o9EkuRq3tBZxnvNeSQy79Fy__OvPK4R_S2FS5bjY1_v0th0ubg', 'width': 4080}]",2025-10-17T07:31:08.483313
Hotel Natraj - Shree Ganesh Fast Food,South Indian,"HV2Q+JP3, Near Netaji Highschool, Airport Road, Subhash Nagar, Yerawada, Pune",18.5515232,73.8892905,,3.8,"cafe,restaurant,food,point_of_interest,establishment",74,"HV2Q+JP3, Near Netaji Highschool, Airport Road, Subhash Nagar, Yerawada, Pune",,2025-10-17T07:31:08.584901
Effingut Koregaon Park - Pune's most loved craft brew pub,South Indian,"Plot No. 389, Serene Bay, No. 21/A, Lane Number 6, Koregaon Park, Pune",18.5339952,73.8984822,,4.3,"bar,restaurant,food,point_of_interest,establishment",3144,"Plot No. 389, Serene Bay, No. 21/A, Lane Number 6, Koregaon Park, Pune","[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118250706641087645846"">Effingut Koregaon Park - Pune&#39;s most loved craft brew pub</a>'], 'photo_reference': 'AciIO2fJXjYupiOduRlvZXKtoUMErg2w_eOZomRgKU1NGUSQBjalzgyYZ_oZoNhzJ0XyvXEruNCGNVVf6ghwEKUdVj9EMHQJPxHFW9JKLUrTH6vt98EBp0ocrmym3vJTJ2MHlHV47l1Ygczv7EXeJSj9zBusvDNcEoHISvi-P8HcyPOzmgaf87eSgv-okk_WPf-hbNhEtcPpZ5CLQ8GvQUwPrDb031NJJHjkCXTtdpP734M3yJSZq0NNnZbmDuk8thkgeHNvuO-4OMJlW3SHfghOS9MKx1de49MoHPeYpF0-Vk-GEu4bP0aiOl8QTEzhNGepcdWbM2Y1OYE', 'width': 2048}]",2025-10-17T07:31:08.686803
Jai Bhavani Restaurant,South Indian,"25/1,1st Floor, Kapila Building, near HDFC bank, Pune - Satara Road, Dhankawadi, Pune",18.4633359,73.8585319,,3.8,"bar,restaurant,food,point_of_interest,establishment",816,"25/1,1st Floor, Kapila Building, near HDFC bank, Pune - Satara Road, Dhankawadi, Pune","[{'height': 3280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107256605214917670017"">Ajit Thite</a>'], 'photo_reference': 'AciIO2dJoQ5kU2v5kjNQErR7Emt7JR1lSSmW1lX66eFrZm7MnqE7q-HRVbu-R4SlFiG7e1FV1h3lqR-L05uWJC5ulBiVy8tUy0MocPszXRMAkjpA--ZbSLG3zCcabuDdaLrykJ6InH0CVdSJCOfrBBaYU4aBKbN0Fpuqmo-2MmmfXxtCMNipj7EhfZn4XtA6UEGeyQwsG0vo2ZwYKyfJE3K4C9SbwbVjvKF4ts9DFxN1jScInmqLN_7qjvpctMNeNr_qOD9rg-0gSw0oAgeNX40jAPlxfuDQk98Jnl-h6IOZFTrTxAx_HtuoDYqzn1-s-ABpkAKgEHbiC8FM5HL8XWRaw6LgAp-Kpt5yEagMV7_wMZEh5YS5YDMoafxRSGACE_19POwLz9j51N0mh8tDgighI-5hzGXPEjbBq4Q2UAOfRy34HVDhbAZL1UAJkibv8GnvxeLhnr0KwrZUZYTVavEiZPa_2CI-axnGItzcKgaTNQIgTuZK4-aE__KsXq3ZS3JJIxKrrXPOJBQ72w6ErAQGBQQLf2NtWIUMFdplKPZ_etC_WLOE8WasbZzp7-BZIHtI7Hoyk3mqcPfQRhapP3h73OGn14-uLykHkNRhdsTscXGWvAFAKdEDtECR8jAXXNx6gse_Mw', 'width': 1476}]",2025-10-17T07:31:08.787855
Hotel Taj,South Indian,"Ashirwad Building, Shop No.4 & 5, Abdul Rashid Khan Road, Meeta Nagar, Kondhwa, Pune",18.4705194,73.8886134,,3.9,"restaurant,food,point_of_interest,establishment",203,"Ashirwad Building, Shop No.4 & 5, Abdul Rashid Khan Road, Meeta Nagar, Kondhwa, Pune","[{'height': 1591, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104736075377964697068"">Sadique Shaikh</a>'], 'photo_reference': 'AciIO2cygq4NrtsM5mL3RGl0fSx0pK8hCWIoEDDDbzHtM1PAlZuv_uzhCEFjGNECTTaJtq9JYf0Br2mQpG25sSC1pPXY1RbMb9LvsyAAVNpXj2aehx4G3HKHEmbG0c7UqNGWPHt24wJoEMe3L95c08ljQ_ZsivbzwbS7rklSe5aYKyv6MuIDdIFat42hjTjMW5yfV1aDp8lVkvtW2DQ4dxAW8HCSnQdlQqNM2EFIv-E3RlbtD4vH4ty6YNd2L991t-p-ehJ3Eof9-Bw97QO1P3LyXTkmBxkvyTXNHxwp8dIR3X-sKDRU59PclYK_YRJRHPsppr8aBzN1soHCF9HqNav8YDfrTDEZhiIvIO39YJ_NcZtKZ3AU2IbqrRxK1YQEl-jQR_BmNQ1QoeQ-CK314k3K9l5iWYuAK7iTq6YfrKUghSmpR9410RLhccKiax82-Wvt39CKwflPwtTSRsyU-x_SP5PtTUwgUZFK-ABeRdZnSMhyyOt9NLEnTJZc2CwQlQS8X1v07C8mX0WmnYxNHBllaiciJ_PincfcHwGgK9laFnbGLATpHfa9oZVq2Q5eYNo9vy3WI1LapIhH4h_NZEa_B4S816I4CUME0DQwjgwpb48n0qpZCc16XyFG-XkE8-Dk', 'width': 1984}]",2025-10-17T07:31:08.889587
Chopsticks Spice Malabar,South Indian,"Datta Mandir Chowk, Gulmohar Regency, near Datta Mandir Chowk, 1, Viman Nagar Road, Clover Park, Viman Nagar, Pune",18.5653429,73.9131262,,4.1,"restaurant,food,point_of_interest,establishment",7721,"Datta Mandir Chowk, Gulmohar Regency, near Datta Mandir Chowk, 1, Viman Nagar Road, Clover Park, Viman Nagar, Pune","[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115404114388080570807"">dikshant rathod</a>'], 'photo_reference': 'AciIO2eXNIPs3ldIbMrpGRPQspP-A0yqgcRYWvXKl2MWKzDywkhxVsSbXy1Eq6vQ3gAsWX29wURKIpvnpkvzHlP2gpOImYNmjNm7fL2uMHyD6ed2taBi5V3oEkMuGRDh0hNgDrNFCn6yXy7rkvsDNwQwtPQPrHUVXM7ICr4wgBgkiPNi_cym61RoIQSXZ2JlGq8AJtaTIjk60SvTx1l6DTsAbYx_mMp215y6ccqGuwqQ10hlfAGKyrTMXQDoGGTxmZXRAZq1qe1D3E9gGqFivXXgl-jY4_ZNQLAQ97g7JQ0uAEKidWDVGGCsQiHGeufiD9S1v2wLJhhS0gFM8qZeIhHyCsPzpw2-STMs-l81fHg-4AG7r0VSYw3MAJXYqOZItAQamWh2c_yO8hJ928a25oBaqbQ867cP50u0lJO4GEykcgsIEUyu3rC655YsF7-yjqK-VIh3KIm_G0Qw6qsqhG6G43-sG8ivZU4OfOKfiUtZ4EvX0SOqImI6xeUg7mzyEb2A3VmdBZiHq-ThiFXISBCXsP9JXG5WBUP4mO6RNtqCSQQKNBs617567h1TnBGvldu6FJXLOciUh1uijYeI3t07VYskYuCfVOeYMcWDIfJj4Skya9Q8qXedmvObsvwQ3pQ0IW-1oq9u', 'width': 4000}]",2025-10-17T07:31:08.991983
Subway Baner Road,South Indian,"Survey No, Building-A, next to Hotel Mahabaleshwar, 3/6/1, Baner - Pashan Link Road, Pune",18.555185,73.797627,,3.9,"cafe,restaurant,food,point_of_interest,establishment",775,"Survey No, Building-A, next to Hotel Mahabaleshwar, 3/6/1, Baner - Pashan Link Road, Pune","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115703523973122795679"">Khushkumar Nagpure</a>'], 'photo_reference': 'AciIO2f9RGn_hDHuYG9P8UWIQr-zawN7GKbesvFYGhVqw-_KZseBCQRR5GdAe1Jf-_o1tsN0xeDS3DTIGkZhBIxnMuKEqUZK3elpQq5G_xtq8Up1C4dm79LRXirjUG9096FwMDDDFLkrfVO6mJkZ4i3IQ3vNvfR9jNJLSBLL2ELBg9pp_uEZ-BecqmQWYrbUfo1Txg2OsRHsN0XxYzTDOimaxQRoYHgseMGKjp9awLJgnPHgNgHMtcqDKen_k6w8N5MqQbKSJ8h6qbpJxgKFHgcjO2ANajGlIB5i8tFjgtx13zzTQzMdJXf8S7ZLP23qsSS7bsP0ZqUg8QVULEEeuCXQeuiqHwlGlHcW3ctpW7Ab8nWW_Nk5V-P62Qev5mBPilT_2tJbVH5o6aykQ1SzfrXtnTcbuAbBq6EA7qJtpJA8xMvQ8Y9VBq8IIV1v0QvrXmGBCXm1ioIw6BgT9swND2IiiUVfjSFSK3WQmmSr-Ih02sui2a_sIqWF420Ez8khxBvx8oeKyZFR78YoJqPo8Ys9F5Rq9TP6KuAGX-5kOu1CBtBUWNtjj9mxaFDRxzpgOEPs6ECOdm87xMx25t5Wy1mhrMfPZC6zHjLL4_EYHExRLDmQUi5z6_ScuVus-TwGJdRNywtiNRR_', 'width': 3264}]",2025-10-17T07:31:09.092613
New Krsna Medical & Crowen palaza Pune City CentreCrowne Plaza IHG,South Indian,"No. 37 & 37, Cts, 1, next to Jehangir Hospital, near, Bund Garden Road, Central Excise Colony, Sangamvadi, Pune",18.531555,73.8761149,,4,"restaurant,food,point_of_interest,establishment",24,"No. 37 & 37, Cts, 1, next to Jehangir Hospital, near, Bund Garden Road, Central Excise Colony, Sangamvadi, Pune","[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111255823384702018263"">New Krsna Medical &amp; Crowen palaza Pune City CentreCrowne Plaza IHG</a>'], 'photo_reference': 'AciIO2es-p57NgE_273r0Of4v9pqqrWkA4Wq_3YvVPKDhGmBmLZiveUDYr3SBSfdCFTJ4S_S9SOCNrLaGOcTBaBreZvvokbFJKT8GS1TstPxOG1agEu-fXnAoF56J6Ecz06Qz21ctc_EXUV0R-YKq6saorQUiQ1-tQk7maf2ksBPvCAnAbjbPR6x0xXB6OBI7Z1A-jypyNyYWHXvUVF08X3i2v1ODxjHV-nHBtBg4mi-j5MCml6fA2UIpy6XwSyKpaObcHznzNeIAsTw0OlbX--PPv7TRbgvNA6AD8NmhaueACywljGWI3No2pqAyDc9df-_uzS_1E6AfNI', 'width': 1152}]",2025-10-17T07:31:09.194867
NCC Canteen,South Indian,"next to Symbiosis College, Senapati Bapat Road, Pune",18.5219182,73.8293709,,3.8,"restaurant,food,point_of_interest,establishment",1090,"next to Symbiosis College, Senapati Bapat Road, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103523158884949049417"">Rahul P</a>'], 'photo_reference': 'AciIO2eMgztWiyrJLrArmu9qmVWDvZXpulpyYo71hQjILQvRwWU2ZWjUGM1dd9Jw6QK_t1NcK1WyOUhyHNOJzn5CgWBLT2LloJuLnchYEohSXnaZ7_UhuWXSNjM4K80chio-ULG1C54T7qj9wm23Hzol2BkPSpK0tXsxWH9O9BtSRREzMxnfZJ6RHB49_fnE4rMkNnfQaVDFiEQhmTricd2GXilCwaBjWLHZJoAr2ECQNcq9y-DhYzavZF3seycMQK_BoStDVURt1mMsjKl6yGTzXdD3pdA50mqDEUrCak6Z-iaDJhwsGBVkj8-NymHF-dxgk6PVzAVw_m5HSABHdrFgpopij4TpF1gBxgB9GN3UfpFnPz-aYm7z3JZsuLekQHOFgQYeH0zV-69BOLLQx2JqMM_We9hwBPWNGvbsriuI4nbiCNJYHJAfEbLwDD1rMoFCrs-S0Hcy8qwFKF1m2PttgJ-kMJ90ajnkI-KMBpmR2nr2ISceWXz-VzPd6KQ6Kkju3LtpnzZrlLck_mdKdO3jlkyicqcTx4rH7D973OxXvMiL0W7tUskKEm_qgdVLQfoem8M6JFmbz3dU1kKQhC6PbDEuYokml4ibDaxdmNLJvhDYY_n71qaEvCieigZcX7qS3KwAnw', 'width': 4608}]",2025-10-17T07:31:09.297210
Palavi,South Indian,"32A, 10, Paud Road, Rambaug Colony, Kothrud, Pune",18.5098728,73.8144612,,3.8,"restaurant,food,point_of_interest,establishment",2739,"32A, 10, Paud Road, Rambaug Colony, Kothrud, Pune","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104789020836734976603"">Yogi A</a>'], 'photo_reference': 'AciIO2e7yWwSf0alJGo7dYH_kENf2zZNrOS_IyvBGpgN4FP-kZJm3ztTTqGy4Z3MzvUV07UxDUS5aMeOCRFcqzGj4OtXh4MiaXt3XfS2nxO1Sz2vTePYkvM7PBZhJMhSZhuRPMLtuKX7E4qpHcxSl1vdljeG3FUhkH0-Ukm1JiSEy40iz5L6PtiNbvqSRk3k_liGkhEoM1QACvRX9xKS0I6iDepbuic0JBMUJyv7thnB7nUDf7Llnh-Wk1__Px4kluWrkJrfCBzXtIDMXrZuMgUHjd46GW9-QEWbQx6p40K4c2BqGJR72Nn8eNBn1ytuAM82zIYLTlyTcnYexzvZjp6C1jbx7yuChQ0a5NVFibL8WQFYmLnmaZb4GvsNjIxBhDBB41s1_70lIfLgcEk3Gwqz6ccqPXH7AEJsqZr5KBc5jVq-8iYGLmxSg1yX-evUJrWdHBx-Kjsxy9TG3kN7wWrlgQKEgRQZy4fwNw9j7JBDCb3K1vPrFXNwC_GhLEi_k3evESkf9OL6bgv2dFNtS1K8ok2JkX_vGioutqWeopx0VqveRiu-WHcUuyhrOd4-457ZWRuSCU6ireh02Odz4EX8-Es1q8VcqfW6eRlTWo3hiBbfohR0P76HuVf9KXGTxS417lhZLA', 'width': 4000}]",2025-10-17T07:31:09.398622
Annapurna,South Indian,"Shop No 1, Gurudatta Apartment, Shivpushpa Park Chowk, Anand Nagar, Off Sinhagad Road, Anand Nagar, Pune",18.4787515,73.8244406,,2,"restaurant,food,point_of_interest,establishment",2,"Shop No 1, Gurudatta Apartment, Shivpushpa Park Chowk, Anand Nagar, Off Sinhagad Road, Anand Nagar, Pune",,2025-10-17T07:31:09.499725
Siddharth Pav-Bhaji,South Indian,"3, Building 5, Gitanjali Kunj, Ambedkar Road , Opposite Nehru Memorial Hall, Pune Cantonment, Pune",18.5193931,73.8752823,,4,"restaurant,food,point_of_interest,establishment",1192,"3, Building 5, Gitanjali Kunj, Ambedkar Road , Opposite Nehru Memorial Hall, Pune Cantonment, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116405909170515988524"">Jay Stanley</a>'], 'photo_reference': 'AciIO2exMvypDUrls30dP94-cAVRux3iuC2BGNWGa3udi9-S3fF60FiPf-yYRFVT0MiE9O1FwmPSl_MYvZoyz9q-j3S9AkfLfxuuDznuT47S32FRCB52LiqvJfKltpF1p5GhLaVbsHQaiYJ1Ws44Z88O2wp5X8uqXbtu9C9tEIvGxAJjEP5BYI2dcRs2phFnIcImA-FcuGg9jOXniVrMP4SX6uUgyqGHTbGjEPzsSIGpYjpkpsESrskxzucVKeosrpleMHuORs52T1ziCoa5HoWNNc-z6WnjJ6tlS9_5PuBOb08ONPGxJ_odvGL2PO09LFjOY_K3N3zfB95-_4Th5KF2GBdLA_zuJ9QCSp6n_Ns9WT2cQee-JttJrIgPDVo9nJsfQzhsc8Mop4eDZbh7e9R6O_LRXWcUBdPz7yXLSyXzg3A4e1VD7bd_nu5Dk0jbhk40VViOdMbXv1Wpn4WbF5VDcHPwZ23umAr968flooxpAMZJIsDFNiDXto96-LggHRieOiCJ7UzxzhdkmoAHf8iYUbnv1_LMQqF0QCz3lA85hDKlhD8ZbbGTw4zmpo94YyrlX_sueHhNfUf7_i86DwiInEUsF4ERa9xf2Wy_rwh5kuR8XElAHvwfpd-lixsks8oJVa-yUP1R', 'width': 4032}]",2025-10-17T07:31:09.601397
Oakwood Residence Naylor Road Pune,North Indian,"Oakwood, off Mangaldas Road, Naylor Road, Pune",18.5354746,73.8846038,,4.4,"lodging,store,restaurant,point_of_interest,food,establishment",1022,"Oakwood, off Mangaldas Road, Naylor Road, Pune","[{'height': 3743, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104022461661022692519"">Oakwood Residence Naylor Road Pune</a>'], 'photo_reference': 'AciIO2e8CxMi4sGaIOzPPnOb7rdQ1pVyw4W10CouRbbdlmtDbffvsbwyrHVaO3fa9yP5j9HHpiCDry7HwoPKHzyr2bzbr4aueYx0jMNXQvOZBFEn2wWinnE8lEZHNksstiSMBzNWlIPjvyFtT8pBRZm3cPh1fO9B_U5kWtiGmVkxkVeYPBOkfqieIj6X8DDaMPEYhup4ZymBqwJFdTABua4JpWqPZXNDjyHWLPCs5OJghwaBx-BiEgppogBbFSF8l5kAV_bjhvjTs_sza3vUcQXmk4gqlPGvrKp1jRCXDgFZK4wQDCfiC7y2WLK_Jdc_TdlYmhC30iPhrB0', 'width': 5615}]",2025-10-17T07:31:14.441535
The Corinthians Resort Pune,North Indian,"Corinthians Club Internal Road, Nyati County, Undri, Pune",18.4638854,73.9194443,,4.4,"night_club,spa,lodging,restaurant,point_of_interest,food,establishment",4415,"Corinthians Club Internal Road, Nyati County, Undri, Pune","[{'height': 3680, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100158823991026575412"">The Corinthians Resort Pune</a>'], 'photo_reference': 'AciIO2e0QHMIfSzcAaNDtw4Vaco4TCg9945h2gesgDo0lAsq_42oSgVloK4eWuhea7eN2NPEpT8Mqh7YB1x4wVNO5-GDMEKTrxAWBqtJSTuw-6E8FdsE8ynNiqTZH7GijVaQLayMafUkAP3oCLmgk8EvnoXIDxxJn8XMnD1tANf91N6zvHoUz-NGCFo40_JAHarI5FaDyaDl-hYusPn8hG1TUssjNbdtU1KvmctGzP84ftT5LYptty45L-3UH2jweAtgZ4H83XPVQS1Hca1tOO_tgpF9E3oNyXYsK1DnOZMECopJiu3SxG7G37NMLkQWSE2VYVqlUSrwg7o', 'width': 5520}]",2025-10-17T07:31:14.543287
Hotel Shree Panchratna,North Indian,"behind Railway Station, 7, Tadiwala Road, Sangamvadi, Pune",18.5313923,73.8746985,,4.3,"lodging,restaurant,point_of_interest,food,establishment",3146,"behind Railway Station, 7, Tadiwala Road, Sangamvadi, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100976294083959740607"">Hotel Shree Panchratna</a>'], 'photo_reference': 'AciIO2c1hWQJhapxcERLJXFjodoNZbuC3JcxYnbzIXYTT9rI6BmQ7-204AS3g0o4nTi8VQmX_y4BorLkztQ5Et5yPWnVB4Yy364GfKIEgAT58AWztZQIatmGiVP3Uih7E4yIcmOipWoGwkHwQb3qlPGjdNSnmSvqSzjMGGvSrsE6Nobtm7KJDvLcxzjt5JnrXNB7ewMeZV5z85KNcxI1ZPmqvm_WFHYSAQMq1ZVT7cVXMN3uNgh-9gsgMfKJJUQnk-6a5eDZrI5aNvtOWQ4XheF7rAKalVYbsfuYzneuBm_kIsyQxULTnjtLMZFFxBhxDZhkCfCziIKurjQ', 'width': 4032}]",2025-10-17T07:31:14.644923
Shantai Hotel,North Indian,"Off Moledina Road, Camp, 10/3, Rasta Peth, Pune",18.5195905,73.871083,,4.2,"lodging,restaurant,point_of_interest,food,establishment",5980,"Off Moledina Road, Camp, 10/3, Rasta Peth, Pune","[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106438235332354121854"">Shantai Hotel</a>'], 'photo_reference': 'AciIO2cdcb-d2WiIRMGbXM-R1cAIFPgSNfvQgg9JaYQa1Ge-0CX6opNO-2QiQP8tb5p5zu7DSpl2hVoJ9-raCM6hm_6IcKhaim2sqGFHdTi_cqrqoCOLiLnKs5JYZ9DrGDIE-ziiAOfOnoedYws5CbNBQvoeRJvnQkv1MYewc2pqS2QEbMc5q4dhZ7ru8y6rzO2_BNonZ2F3kOAMAYeWuJOFfEUZLhw3EYYMFSbAefViMXViUHwOOJ2_msVEvf-681R_tTSSYjy_t0eV9K5X3aHSUNaa0g-BVMrYpKI7c7dFwz1_ZFaMHj85e0E45uTKSBMWWepWV4af4xw', 'width': 600}]",2025-10-17T07:31:14.746085
